source_runtime_stage,family,cohort,variant_id,variant_group,program_name,selection_bucket,selection_reason,comparison_mode,max_steps,boundary_family,memory_operation_count,unique_address_count,hottest_address,strategy_id,control_class,implementation_state,runtime_mode,expected_behavior,profile_repeats,median_seconds,samples,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,read_observation_count,memory_read_count,stack_read_count,exact,retrieval_seconds,non_retrieval_seconds,retrieval_share,ns_per_read,speedup_vs_imported_accelerated,speedup_vs_imported_linear
r19_d0_pointer_like_surface_generalization_gate,indirect_counter_bank,heldout,address_shift_plus_16,address_equivalent,bytecode_indirect_counter_bank_120_a48_b49,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,5120,False,604,2,48,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,indirect_counter_bank,heldout,address_shift_plus_16,address_equivalent,bytecode_indirect_counter_bank_120_a48_b49,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,5120,False,604,2,48,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,24.870421200059354,[24.870421200059354],12859576.628779398,True,True,,,1931,362,1569,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,heldout,address_shift_plus_16,address_equivalent,bytecode_indirect_counter_bank_120_a48_b49,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,5120,False,604,2,48,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.15073029999621212,[0.15073029999621212],77937.07342099903,True,True,,,1931,362,1569,True,0.0013752997620031238,0.149355000234209,0.009124242186459425,712.2215235645384,164.99948053367075,
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,heldout,address_shift_plus_16,address_equivalent,bytecode_indirect_counter_bank_120_a48_b49,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,5120,False,604,2,48,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0006334999343380332,[0.0006334999343380332],,False,False,,RuntimeError: store_at address must be non-negative.,0,0,0,False,6.0300109907984734e-05,,,,,
r20_d0_runtime_mechanism_ablation_matrix,indirect_counter_bank,heldout,address_shift_plus_16,address_equivalent,bytecode_indirect_counter_bank_120_a48_b49,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,5120,False,604,2,48,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.09646399994380772,[0.09646399994380772],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_indirect_counter_bank_120_a48_b49'.,0,0,0,False,0.005037302034907043,,,,,
r19_d0_pointer_like_surface_generalization_gate,iterated_helper_accumulator,heldout,address_shift_plus_32,address_equivalent,bytecode_iterated_helper_accumulator_240_a176_b177,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1444,2,176,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,iterated_helper_accumulator,heldout,address_shift_plus_32,address_equivalent,bytecode_iterated_helper_accumulator_240_a176_b177,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1444,2,176,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,56.044977500103414,[56.044977500103414],15524924.515264103,True,True,,,3127,962,2165,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,heldout,address_shift_plus_32,address_equivalent,bytecode_iterated_helper_accumulator_240_a176_b177,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1444,2,176,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.08917279995512217,[0.08917279995512217],24701.606635767916,True,True,,,3127,962,2165,True,0.002867002389393747,0.08630579756572843,0.03215108632718293,916.8539780600405,628.4985727521067,
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,heldout,address_shift_plus_32,address_equivalent,bytecode_iterated_helper_accumulator_240_a176_b177,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1444,2,176,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.271066699991934,[0.271066699991934],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_iterated_helper_accumulator_240_a176_b177'.,0,0,0,False,0.01697120035532862,,,,,
r20_d0_runtime_mechanism_ablation_matrix,iterated_helper_accumulator,heldout,address_shift_plus_32,address_equivalent,bytecode_iterated_helper_accumulator_240_a176_b177,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1444,2,176,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0005233000265434384,[0.0005233000265434384],,False,False,,ReplayMismatch: Memory read mismatch at step 4: 0 != 240,0,0,0,False,1.5999889001250267e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,stack_memory_braid,heldout,address_shift_plus_32,address_equivalent,bytecode_stack_memory_braid_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1009,6,144,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,stack_memory_braid,heldout,address_shift_plus_32,address_equivalent,bytecode_stack_memory_braid_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1009,6,144,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,18.45842379995156,[18.45842379995156],9369758.274087086,True,True,,,2014,703,1311,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,heldout,address_shift_plus_32,address_equivalent,bytecode_stack_memory_braid_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1009,6,144,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.046706799999810755,[0.046706799999810755],23709.035532898863,True,True,,,2014,703,1311,True,0.0015360008692368865,0.04517079913057387,0.03288602236169273,762.6618020044124,395.19778276452996,
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,heldout,address_shift_plus_32,address_equivalent,bytecode_stack_memory_braid_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1009,6,144,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0007059999043121934,[0.0007059999043121934],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 100,0,0,0,False,3.2199895940721035e-05,,,,,
r20_d0_runtime_mechanism_ablation_matrix,stack_memory_braid,heldout,address_shift_plus_32,address_equivalent,bytecode_stack_memory_braid_100_a144,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1009,6,144,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0004891999997198582,[0.0004891999997198582],,False,False,,ReplayMismatch: Memory read mismatch at step 12: 0 != 100,0,0,0,False,1.789990346878767e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_subroutine_braid_80_a112,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,5120,False,647,4,112,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_subroutine_braid_80_a112,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,5120,False,647,4,112,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,10.641681400011294,[10.641681400011294],6752335.913712749,True,True,,,1292,403,889,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_subroutine_braid_80_a112,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,5120,False,647,4,112,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.028279300080612302,[0.028279300080612302],17943.718325261612,True,True,,,1292,403,889,True,0.000928700203076005,0.027350599877536297,0.03284028248325362,718.8082067151742,376.3063926503262,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_subroutine_braid_80_a112,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,5120,False,647,4,112,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.11215619998984039,[0.11215619998984039],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_subroutine_braid_80_a112'.,0,0,0,False,0.00994970416650176,,,,,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid,heldout,address_shift_plus_16,address_equivalent,bytecode_subroutine_braid_80_a112,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,medium_exact_trace,5120,False,647,4,112,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0004295000107958913,[0.0004295000107958913],,False,False,,ReplayMismatch: Memory read mismatch at step 8: 0 != 80,0,0,0,False,1.600012183189392e-05,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid_long,heldout,address_shift_plus_32,address_equivalent,bytecode_subroutine_braid_long_140_a208,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1127,4,208,linear_exact,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,0.0,[],,True,True,,,0,0,0,True,,,,,,
r19_d0_pointer_like_surface_generalization_gate,subroutine_braid_long,heldout,address_shift_plus_32,address_equivalent,bytecode_subroutine_braid_long_140_a208,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1127,4,208,accelerated,exact_baseline,imported_r19_baseline,imported_r19_baseline,must_stay_exact,1,34.95559929998126,[34.95559929998126],12729642.862338405,True,True,,,2252,703,1549,True,,,,,1.0,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,heldout,address_shift_plus_32,address_equivalent,bytecode_subroutine_braid_long_140_a208,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1127,4,208,pointer_like_exact,target_mechanism,implemented,measured_r20,must_stay_exact,1,0.13525179994758219,[0.13525179994758219],49254.11505738609,True,True,,,2252,703,1549,True,0.0018114993581548333,0.13344030058942735,0.013393532351191577,804.3958073511693,258.44831132397906,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,heldout,address_shift_plus_32,address_equivalent,bytecode_subroutine_braid_long_140_a208,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1127,4,208,pointer_like_shuffled,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.2911015999270603,[0.2911015999270603],,False,False,,RuntimeError: Maximum step budget exceeded for program 'bytecode_subroutine_braid_long_140_a208'.,0,0,0,False,0.018592301872558892,,,,,
r20_d0_runtime_mechanism_ablation_matrix,subroutine_braid_long,heldout,address_shift_plus_32,address_equivalent,bytecode_subroutine_braid_long_140_a208,heldout_family_focus,select the exact heldout row with the lowest pointer-like speedup for this family,long_exact_final_state,10240,False,1127,4,208,address_oblivious_control,negative_control,implemented,measured_r20,should_break_speed_or_exactness,1,0.0005097000394016504,[0.0005097000394016504],,False,False,,ReplayMismatch: Memory read mismatch at step 8: 0 != 140,0,0,0,False,1.910002902150154e-05,,,,,
